Key,English,French
PROPMOVER_TXT_400260,Red Earless Seal,Phoque Rouge sans Oreilles
PROPMOVER_TXT_400261,Purple Earless Seal,Phoque Violet sans Oreilles
PROPMOVER_TXT_400262,Burgundy Earless Seal,Phoque Bourgogne sans Oreilles
PROPMOVER_TXT_400263,Pink Earless Seal,Phoque Rose sans Oreilles
PROPMOVER_TXT_400264,Orange Earless Seal,Phoque Orange sans Oreilles
PROPMOVER_TXT_400265,Blue Earless Seal,Phoque Bleu sans Oreilles
PROPMOVER_TXT_400266,White Earless Seal,Phoque Blanc sans Oreilles
PROPMOVER_TXT_400267,Brown Butterflies,Papillons Marron
PROPMOVER_TXT_400268,Purple Butterflies,Papillons Violet
PROPMOVER_TXT_400269,Green Butterflies,Papillons Vert
PROPMOVER_TXT_400270,Pink Butterflies,Papillons Rose
PROPMOVER_TXT_400271,Red Butterflies,Papillons Rouge
PROPMOVER_TXT_400272,White Butterflies,Papillons Blanc
PROPMOVER_TXT_400273,Black Butterflies,Papillons Noir
PROPMOVER_TXT_400274,Green DJ Froggy,DJ Grenouille Vert
PROPMOVER_TXT_400275,Red DJ Froggy,DJ Grenouille Rouge
PROPMOVER_TXT_400276,Purple DJ Froggy,DJ Grenouille Violet
PROPMOVER_TXT_400277,Pink DJ Froggy,DJ Grenouille Rose
PROPMOVER_TXT_400278,Cyan DJ Froggy,DJ Grenouille Cyan
PROPMOVER_TXT_400279,Blue DJ Froggy,DJ Grenouille Bleu
PROPMOVER_TXT_400280,Black DJ Froggy,DJ Grenouille Noir
PROPMOVER_TXT_400281,Lord Demian,Lord Demian
PROPMOVER_TXT_400282,Lord Mushpang,Lord Mushpang
PROPMOVER_TXT_400283,Yellow Junior Banana Hero,Héros Banane Junior Jaune
PROPMOVER_TXT_400284,Purple Junior Banana Hero,Héros Banane Junior Violet
PROPMOVER_TXT_400285,Orange Junior Banana Hero,Héros Banane Junior Orange
PROPMOVER_TXT_400286,Blue Junior Banana Hero,Héros Banane Junior Bleu
PROPMOVER_TXT_400287,Green Junior Banana Hero,Héros Banane Junior Vert
PROPMOVER_TXT_400288,Pink Junior Banana Hero,Héros Banane Junior Rose
PROPMOVER_TXT_400289,White Junior Banana Hero,Héros Banane Junior Blanc
PROPMOVER_TXT_400290,Lord Zenma,Lord Zenma
PROPMOVER_TXT_400291,[Event] Pirate ship,[Événement] Navire Pirate
PROPMOVER_TXT_400292,Shadowirs,Liche
PROPMOVER_TXT_400293,Captain Shadowirs,Capitaine Liche
PROPMOVER_TXT_400294,Giant Shadowirs,Géant Liche
PROPMOVER_TXT_400295,Small Skelmaw,Jeune Foudre de guerre
PROPMOVER_TXT_400296,Skelmaw,Foudre de guerre
PROPMOVER_TXT_400297,Captain Skelmaw,Capitaine Foudre de guerre
PROPMOVER_TXT_400298,Giant Skelmaw,Géant Foudre de guerre
PROPMOVER_TXT_400299,Alchemy Desk,Bureau d'Alchimie
PROPMOVER_TXT_400300,Hearth,Foyer
PROPMOVER_TXT_400301,Carpentry Workspace,Espace de Menuiserie
PROPMOVER_TXT_400302,Smithing Workspace,Espace de Forge
PROPMOVER_TXT_400303,Wandering Merchant,Marchand Ambulant
PROPMOVER_TXT_400304,Small Maleficar,Jeune Maleficar
PROPMOVER_TXT_400305,Maleficar,Maleficar
PROPMOVER_TXT_400306,Captain Maleficar,Capitaine Maleficar
PROPMOVER_TXT_400307,Giant Maleficar,Géant Maleficar
PROPMOVER_TXT_400308,Small Cursed Warden,Jeune Gardien Maudit
PROPMOVER_TXT_400309,Cursed Warden,Gardien Maudit
PROPMOVER_TXT_400310,Captain Cursed Warden,Capitaine Gardien Maudit
PROPMOVER_TXT_400311,Giant Cursed Warden,Géant Gardien Maudit
PROPMOVER_TXT_400312,Small Shadowirs,Jeune Liche
PROPMOVER_TXT_400313,Great Shadowirs,Géant Liche
PROPMOVER_TXT_400314,Great Skelmaw,Géant Foudre de guerre
PROPMOVER_TXT_400315,Great Maleficar,Géant Maleficar
PROPMOVER_TXT_400316,Great Cursed Warden,Géant Gardien Maudit
PROPMOVER_TXT_400317,Cyan Gloomie,Gloomie Cyan
PROPMOVER_TXT_400318,Green Gloomie,Gloomie Vert
PROPMOVER_TXT_400319,Blue Gloomie,Gloomie Bleu
PROPMOVER_TXT_400320,Purple Gloomie,Gloomie Violet
PROPMOVER_TXT_400321,Red Gloomie,Gloomie Rouge
PROPMOVER_TXT_400322,Gray Gloomie,Gloomie Gris
PROPMOVER_TXT_400323,Blue Medieval Horse,Cheval Médiéval Bleu
PROPMOVER_TXT_400324,Purple Medieval Horse,Cheval Médiéval Violet
PROPMOVER_TXT_400325,Cyan Medieval Horse,Cheval Médiéval Cyan
PROPMOVER_TXT_400326,Green Medieval Horse,Cheval Médiéval Vert
PROPMOVER_TXT_400327,Red Medieval Horse,Cheval Médiéval Rouge
PROPMOVER_TXT_400328,Black Medieval Horse,Cheval Médiéval Noir
PROPMOVER_TXT_400329,Captain Luminfin,Capitaine Luminfin
PROPMOVER_TXT_400330,[Depths Guardian] Bunyip,[Gardien des Profondeurs] Bunyip
PROPMOVER_TXT_400331,[Depths Queen] Nereid,[Reine des Profondeurs] Néréide
PROPMOVER_TXT_400332,Sovann,Sovann
PROPMOVER_TXT_400333,[Shade Lieutenant] Kriton,[Lieutenant de Shade] Kriton
PROPMOVER_TXT_400334,Dreadfin,Dreadfin
PROPMOVER_TXT_400335,Captain Dreadfin,Capitaine Dreadfin
PROPMOVER_TXT_400336,Dreadscale,Dreadscale
PROPMOVER_TXT_400337,Captain Dreadscale,Capitaine Dreadscale
PROPMOVER_TXT_400338,Luminfin,Luminfin
PROPMOVER_TXT_400339,Hyuna,Hyuna
PROPMOVER_TXT_400350,[Event] Christmas Aibatt,[Événement] Aibatt de Noël
PROPMOVER_TXT_400351,Blue Cobra,Cobra Bleu
PROPMOVER_TXT_400340,Red Christmas Gingy,Gingy Rouge de Noël
PROPMOVER_TXT_400341,Green Christmas Gingy,Gingy Vert de Noël
PROPMOVER_TXT_400342,Pink Christmas Gingy,Gingy Rose de Noël
PROPMOVER_TXT_400343,Orange Christmas Gingy,Gingy Orange de Noël
PROPMOVER_TXT_400344,Purple Christmas Gingy,Gingy Violet de Noël
PROPMOVER_TXT_400345,Blue Christmas Gingy,Gingy Bleu de Noël
PROPMOVER_TXT_400352,Green Little Snaky,Petit Serpent Vert
PROPMOVER_TXT_400353,Purple Little Snaky,Petit Serpent Violet
PROPMOVER_TXT_400354,Pink Little Snaky,Petit Serpent Rose
PROPMOVER_TXT_400355,Blue Little Snaky,Petit Serpent Bleu
PROPMOVER_TXT_400356,Red Little Snaky,Petit Serpent Rouge
PROPMOVER_TXT_400357,Emerald Little Snaky,Petit Serpent Émeraude
PROPMOVER_TXT_400358,Black Little Snaky,Petit Serpent Noir
PROPMOVER_TXT_400359,Purple Frostpaw,Patte de Givre Pourpre
PROPMOVER_TXT_400360,Yellow Frostpaw,Patte de Givre Jaune
PROPMOVER_TXT_400361,Blue Frostpaw,Patte de Givre Bleue
PROPMOVER_TXT_400362,Green Frostpaw,Patte de Givre Verte
PROPMOVER_TXT_400363,Pink Frostpaw,Patte de Givre Rose
PROPMOVER_TXT_400364,Red Frostpaw,Patte de Givre Rouge
PROPMOVER_TXT_400365,White Frostpaw,Patte de Givre Blanche
PROPMOVER_TXT_400366,Black Frostpaw,Patte de Givre Noire
PROPMOVER_TXT_400367,Red Roaryen,Roaryen Rouge
PROPMOVER_TXT_400368,Purple Roaryen,Roaryen Pourpre
PROPMOVER_TXT_400369,Blue Roaryen,Roaryen Bleu
PROPMOVER_TXT_400370,Green Roaryen,Roaryen Vert
PROPMOVER_TXT_400371,White Roaryen,Roaryen Blanc
PROPMOVER_TXT_400372,Black Roaryen,Roaryen Noir
PROPMOVER_TXT_001236,Mechamochi,Mechamochi
PROPMOVER_TXT_001237,[Event] Clockworks,[Événement] Clockworks
PROPMOVER_TXT_001238,Baby Pang,Bébé Pang
PROPMOVER_TXT_400373,Lord Mothbee,Seigneur Mothbee
PROPMOVER_TXT_400374,Lord Zendros,Seigneur Zendros
PROPMOVER_TXT_400375,Lord Dumb Bull,Seigneur Dumb Bull
PROPMOVER_TXT_400376,Lord Totemia,Seigneur Totemia
PROPMOVER_TXT_400377,Lord Flybrigen,Seigneur Flybrigen
PROPMOVER_TXT_400378,Lord Neparuba,Seigneur Neparuba
PROPMOVER_TXT_400379,Lord Rockepeller,Seigneur Rockepeller
PROPMOVER_TXT_400380,Lord Longwing,Seigneur Longwing
PROPMOVER_TXT_400381,Lord Shuhamma,Seigneur Shuhamma
PROPMOVER_TXT_400382,Lord Watangka,Seigneur Watangka
PROPMOVER_TXT_400383,Lord Fafnir,Seigneur Fafnir
PROPMOVER_TXT_400384,Lord Gorruda,Seigneur Gorruda
PROPMOVER_TXT_400385,Lord Mammoth,Seigneur Mammouth
PROPMOVER_TXT_400386,Ghost of the Forgotten Lord,Fantôme du Seigneur Oublié
PROPMOVER_TXT_400387,Lord Augu,Seigneur Augu
PROPMOVER_TXT_400388,Overlord Kraken,Souverain Kraken
PROPMOVER_TXT_400389,Lord Dorian,Seigneur Dorian
PROPMOVER_TXT_400390,Lord Okean,Seigneur Okean
PROPMOVER_TXT_400391,Lord Naga,Seigneur Naga
PROPMOVER_TXT_400392,Overlord Naga,Souverain Naga
PROPMOVER_TXT_400393,Overlord Meral,Souverain Meral
PROPMOVER_TXT_400394,Lord Tigar,Seigneur Tigar
PROPMOVER_TXT_400395,Pink Guardian Easter Bunny,Lapin de Pâques Gardien Rose
PROPMOVER_TXT_400396,Green Guardian Easter Bunny,Lapin de Pâques Gardien Vert
PROPMOVER_TXT_400397,Blue Guardian Easter Bunny,Lapin de Pâques Gardien Bleu
PROPMOVER_TXT_400398,Orange Guardian Easter Bunny,Lapin de Pâques Gardien Orange
PROPMOVER_TXT_400399,Purple Guardian Easter Bunny,Lapin de Pâques Gardien Pourpre
PROPMOVER_TXT_400400,Dark Guardian Easter Bunny,Lapin de Pâques Gardien Sombre
PROPMOVER_TXT_400401,Lord Yetti,Seigneur Yetti
PROPMOVER_TXT_400402,Purple Pawsy,Pawsy Pourpre
PROPMOVER_TXT_400403,Red Pawsy,Pawsy Rouge
PROPMOVER_TXT_400404,Green Pawsy,Pawsy Vert
PROPMOVER_TXT_400405,Blue Pawsy,Pawsy Bleu
PROPMOVER_TXT_400406,Magenta Pawsy,Pawsy Magenta
PROPMOVER_TXT_400407,Lavender Pawsy,Pawsy Lavande
PROPMOVER_TXT_400408,Pink Pawsy,Pawsy Rose
PROPMOVER_TXT_400409,Gray Pawsy,Pawsy Gris
PROPMOVER_TXT_400410,Orange Flumos,Flumos Orange
PROPMOVER_TXT_400411,Purple Flumos,Flumos Pourpre
PROPMOVER_TXT_400412,Red Flumos,Flumos Rouge
PROPMOVER_TXT_400413,Blue Flumos,Flumos Bleu
PROPMOVER_TXT_400414,Green Flumos,Flumos Vert
PROPMOVER_TXT_400415,Yellow Flumos,Flumos Jaune
PROPMOVER_TXT_400416,White Flumos,Flumos Blanc
PROPMOVER_TXT_400417,Black Flumos,Flumos Noir
PROPMOVER_TXT_400418,Wounded Revolutionary,Révolutionnaire Blessé
PROPMOVER_TXT_400419,Yellow Breezy,Breezy Jaune
PROPMOVER_TXT_400420,Purple Breezy,Breezy Pourpre
PROPMOVER_TXT_400421,Blue Breezy,Breezy Bleu
PROPMOVER_TXT_400422,Pink Breezy,Breezy Rose
PROPMOVER_TXT_400423,White Breezy,Breezy Blanche
PROPMOVER_TXT_400424,Black Breezy,Breezy Noire
PROPMOVER_TXT_400425,Blue Pawsh,Pawsh Bleu
PROPMOVER_TXT_400426,Pink Pawsh,Pawsh Rose
PROPMOVER_TXT_400427,Orange Pawsh,Pawsh Orange
PROPMOVER_TXT_400428,Green Pawsh,Pawsh Vert
PROPMOVER_TXT_400429,Navy Pawsh,Pawsh Marine
PROPMOVER_TXT_400430,Red Pawsh,Pawsh Rouge
PROPMOVER_TXT_400431,Fortune Pang,Pang Chanceux
PROPMOVER_TXT_400432,Orange Marshall,Marshall Orange
PROPMOVER_TXT_400433,Green Marshall,Marshall Vert
PROPMOVER_TXT_400434,Cyan Marshall,Marshall Cyan
PROPMOVER_TXT_400435,Purple Marshall,Marshall Pourpre
PROPMOVER_TXT_400436,Red Marshall,Marshall Rouge
PROPMOVER_TXT_400437,Neon Marshall,Marshall Néon
PROPMOVER_TXT_400438,Brown Strawy Jack,Strawy Jack Marron
PROPMOVER_TXT_400439,Maroon Strawy Jack,Strawy Jack Bordeaux
PROPMOVER_TXT_400440,Green Strawy Jack,Strawy Jack Vert
PROPMOVER_TXT_400441,Purple Strawy Jack,Strawy Jack Pourpre
PROPMOVER_TXT_400442,Olive Strawy Jack,Strawy Jack Olive
PROPMOVER_TXT_400443,Blue Strawy Jack,Strawy Jack Bleu
PROPMOVER_TXT_400444,Black Strawy Jack,Strawy Jack Noir
PROPMOVER_TXT_400445,White Strawy Jack,Strawy Jack Blanc
PROPMOVER_TXT_400446,[Event] Giant Mr. Pumpkin,[Événement] Géant M. Citrouille
PROPMOVER_TXT_400447,Green Frogzy,Frogzy Vert
PROPMOVER_TXT_400448,Yellow Frogzy,Frogzy Jaune
PROPMOVER_TXT_400449,Pink Frogzy,Frogzy Rose
PROPMOVER_TXT_400450,Purple Frogzy,Frogzy Pourpre
PROPMOVER_TXT_400451,Cyan Frogzy,Frogzy Cyan
PROPMOVER_TXT_400452,Mint Green Frogzy,Frogzy Vert Menthe
PROPMOVER_TXT_400453,Black Frogzy,Frogzy Noir
PROPMOVER_TXT_400454,White Frogzy,Frogzy Blanc
PROPMOVER_TXT_400455,Orange Whispero,Whispero Orange
PROPMOVER_TXT_400456,Yellow Whispero,Whispero Jaune
PROPMOVER_TXT_400457,Pink Whispero,Whispero Rose
PROPMOVER_TXT_400458,Purple Whispero,Whispero Pourpre
PROPMOVER_TXT_400459,Blue Whispero,Whispero Bleu
PROPMOVER_TXT_400460,Green Whispero,Whispero Vert
PROPMOVER_TXT_400461,Black Whispero,Whispero Noir
PROPMOVER_TXT_400462,White Whispero,Whispero Blanc
PROPMOVER_TXT_400463,Green Mecha Rabbit,Lapin Méca Vert
PROPMOVER_TXT_400464,Orange Mecha Rabbi,Lapin Méca Orange
PROPMOVER_TXT_400465,Red Mecha Rabbit,Lapin Méca Rouge
PROPMOVER_TXT_400466,Pink Mecha Rabbit,Lapin Méca Rose
PROPMOVER_TXT_400467,Purple Mecha Rabbi,Lapin Méca Pourpre
PROPMOVER_TXT_400468,Blue Mecha Rabbit,Lapin Méca Bleu
PROPMOVER_TXT_400469,Black Mecha Rabbit,Lapin Méca Noir
PROPMOVER_TXT_400470,White Mecha Rabbit,Lapin Méca Blanc
PROPMOVER_TXT_400471,Hellhound,Chien de l'Enfer
PROPMOVER_TXT_500001,Kanrang,Kanrang
PROPMOVER_TXT_500002,Mewrang,Mewrang
PROPMOVER_TXT_500003,Relgantus,Relgantus
PROPMOVER_TXT_500004,Huntrang,Huntrang
PROPMOVER_TXT_500005,Mawrang,Mawrang
PROPMOVER_TXT_500006,Cheirang,Cheirang
PROPMOVER_TXT_500007,Bato,Bato
PROPMOVER_TXT_500008,Ralbadan,Ralbadan
PROPMOVER_TXT_500009,Miorang,Miorang
PROPMOVER_TXT_500010,Ruidan,Ruidan
PROPMOVER_TXT_500011,Weevs,Weevs
PROPMOVER_TXT_500012,Small Hundur Sharpfoot,Jeune Lawolf des Plaines
PROPMOVER_TXT_500013,Hundur Sharpfoot,Lawolf des Plaines
PROPMOVER_TXT_500014,Captain Hundur Sharpfoot,Capitaine Lawolf des Plaines
PROPMOVER_TXT_500015,Giant Hundur Sharpfoot,Géant Lawolf des Plaines
PROPMOVER_TXT_500016,Violet Hundur Sharpfoot,Lawolf des Plaines Pourpre
PROPMOVER_TXT_500017,Small Samoset,Jeune Samoset
PROPMOVER_TXT_500018,Samoset,Samoset
PROPMOVER_TXT_500019,Captain Samoset,Capitaine Samoset
PROPMOVER_TXT_500020,Giant Samoset,Géant Samoset
PROPMOVER_TXT_500021,Violet Samoset,Samoset Pourpre
PROPMOVER_TXT_500022,Small Kyouchish,Jeune Kyouchish
PROPMOVER_TXT_500023,Kyouchish,Kyouchish
PROPMOVER_TXT_500024,Captain Kyouchish,Capitaine Kyouchish
PROPMOVER_TXT_500025,Giant Kyouchish,Géant Kyouchish
PROPMOVER_TXT_500026,Violet Kyouchish,Kyouchish Pourpre
PROPMOVER_TXT_500027,Small Kanonicus,Jeune Kanonicus
PROPMOVER_TXT_500028,Kanonicus,Kanonicus
PROPMOVER_TXT_500029,Captain Kanonicus,Capitaine Kanonicus
PROPMOVER_TXT_500030,Giant Kanonicus,Géant Kanonicus
PROPMOVER_TXT_500031,Violet Kanonicus,Kanonicus Pourpre
PROPMOVER_TXT_500032,Small Mage Redcloud,Jeune Magicien Lycan
PROPMOVER_TXT_500033,Mage Redcloud,Magicien Lycan
PROPMOVER_TXT_500034,Captain Mage Redcloud,Capitaine Magicien Lycan
PROPMOVER_TXT_500035,Giant Mage Redcloud,Géant Magicien Lycan
PROPMOVER_TXT_500036,Violet Mage Redcloud,Magicien Lycan Pourpre
PROPMOVER_TXT_500037,Small Taiaha,Jeune Taiaha
PROPMOVER_TXT_500038,Taiaha,Taiaha
PROPMOVER_TXT_500039,Captain Taiaha,Capitaine Taiaha
PROPMOVER_TXT_500040,Giant Taiaha,Géant Taiaha
PROPMOVER_TXT_500041,Violet Taiaha,Taiaha Pourpre
PROPMOVER_TXT_500042,Small Hellhound,Jeune Lawolf de l'Enfer
PROPMOVER_TXT_500043,Hellhound,Lawolf de l'Enfer
PROPMOVER_TXT_500044,Captain Hellhound,Capitaine Lawolf de l'Enfer
PROPMOVER_TXT_500045,Giant Hellhound,Géant Lawolf de l'Enfer
PROPMOVER_TXT_500046,Violet Hellhound,Lawolf de l'Enfer Pourpre
PROPMOVER_TXT_500047,Chief Keokuk,Chef Keokuk
PROPMOVER_TXT_500048,Monument of Death,Monument de la Mort
PROPMOVER_TXT_500049,[Twisted Soul] Orcus,[Âme Tordue] Orcus
PROPMOVER_TXT_500050,[Tormented Soul] Nergal,[Âme Tourmentée] Nergal
PROPMOVER_TXT_500051,[Demonic Soul] Hel,[Âme Démoniaque] Hel
PROPMOVER_TXT_500052,[Perverted Soul] Morrigan,[Âme Pervertie] Morrigan
PROPMOVER_TXT_500053,[Anguished Soul] Mara,[Âme Angoissée] Mara
PROPMOVER_TXT_500054,[Violent Soul] Ghed ,[Âme Violente] Ghed
PROPMOVER_TXT_500055,[God of Death] Ankou,[Dieu de la Mort] Ankou
PROPMOVER_TXT_500056,[God of Death] Blazing Ankou,[Dieu de la Mort] Ankou enflammé
PROPMOVER_TXT_500057,[God of Death] Demonic Ankou,[Dieu de la Mort] Ankou Démoniaque
PROPMOVER_TXT_500058,[Elder] Traitus,[Ancien] Traitus
PROPMOVER_TXT_500059,Asylum Guard,Garde de l'Asile
PROPMOVER_TXT_500060,Ankou,Ankou
PROPMOVER_TXT_500061,Demonic Ankou,Ankou Démoniaque
PROPMOVER_TXT_500062,Blue 2025 Thanksgiving Turkey,Dinde Bleue Thanksgiving 2025
PROPMOVER_TXT_500063,Red 2025 Thanksgiving Turkey,Dinde Rouge Thanksgiving 2025
PROPMOVER_TXT_500064,Green 2025 Thanksgiving Turkey,Dinde Verte Thanksgiving 2025
PROPMOVER_TXT_500065,Pink 2025 Thanksgiving Turkey,Dinde Rose Thanksgiving 2025
PROPMOVER_TXT_500066,Black 2025 Thanksgiving Turkey,Dinde Noire Thanksgiving 2025
PROPMOVER_TXT_500067,White 2025 Thanksgiving Turkey,Dinde Blanche Thanksgiving 2025
PROPMOVER_TXT_500068,Red Baby Horse,Poulain Rouge
PROPMOVER_TXT_500069,Cyan Shiki Paws,Shiki Paws Cyan
PROPMOVER_TXT_500070,Green Shiki Paws,Shiki Paws Vert
PROPMOVER_TXT_500071,Purple Shiki Paws,Shiki Paws Pourpre
PROPMOVER_TXT_500072,Blue Shiki Paws,Shiki Paws Bleu
PROPMOVER_TXT_500073,White Shiki Paws,Shiki Paws Blanc
PROPMOVER_TXT_500074,Black Shiki Paws,Shiki Paws Noir
